query_id,qlang,best_single,rrf,rrf_all,router,oracle
EP-4634127-A1_en_q_en,en,0.0,0.0,0.0,0.0,1.0
WO-2024058685-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2024089298-A9_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025010028-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025202253-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
MX-2025009821-A_es_q_es,es,1.0,1.0,0.5,1.0,1.0
MX-2025006624-A_en_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025003345-A_en_q_de,de,0.0,1.0,0.5,0.0,1.0
WO-2024259508-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4630051-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025010268-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025212655-A1_en_q_de,de,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0
WO-2025205978-A1_en_q_en,en,1.0,0.5,0.5,1.0,1.0
WO-2025206105-A1_zh_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4633669-A2_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025021351-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025187706-A8_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
EP-4623104-A1_zh_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025164232-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025206823-A1_en_q_de,de,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666
EP-4626944-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.0
EP-4626879-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4626874-A1_en_q_zh,zh,0.0,1.0,1.0,0.0,1.0
MX-2025008798-A_en_q_fr,fr,0.0,0.0,0.0,0.0,0.5
MX-2025005939-A_es_q_es,es,0.5,0.5,0.5,0.5,0.5
WO-2025204745-A1_en_q_zh,zh,0.5,0.0,0.0,0.5,1.0
WO-2025217208-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025205163-A1_en_q_en,en,0.0,0.0,0.0,0.0,1.0
WO-2025186172-A8_fr_q_fr,fr,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0
WO-2025188156-A8_en_q_de,de,0.0,0.0,0.0,0.0,1.0
MX-2025009759-A_en_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025189017-A8_en_q_de,de,1.0,1.0,1.0,1.0,1.0
CR-20250096-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025169953-A1_en_q_de,de,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
MX-2025006319-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
MX-2025004974-A_en_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025170405-A1_en_q_de,de,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0
WO-2025208198-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025054647-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025210166-A1_en_q_de,de,0.0,0.0,0.0,0.0,0.3333333333333333
WO-2025211178-A1_en_q_es,es,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0
MX-2025004012-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025206949-A1_en_q_es,es,0.5,0.5,0.5,0.5,0.5
MX-2025007614-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025146513-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025211949-A1_en_q_es,es,1.0,1.0,0.6666666666666666,1.0,1.0
EP-4626831-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025186644-A8_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025192587-A1_en_q_de,de,1.0,0.0,0.0,1.0,1.0
EP-4633779-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2022098263-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025215251-A1_en_q_es,es,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0
EP-4493405-A1_en_q_zh,zh,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
WO-2025103555-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4626386-A1_en_q_de,de,1.0,0.0,0.0,1.0,1.0
MX-2025010613-A_en_q_de,de,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
EP-4626547-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4626593-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025207414-A1_en_q_es,es,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0
MX-2025005049-A_en_q_zh,zh,0.0,0.5,0.0,0.0,0.5
WO-2024246082-A3_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025180718-A1_en_q_es,es,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
MX-2025006336-A_en_q_de,de,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
WO-2025202347-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025010373-A_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025200075-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025189151-A8_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025007174-A_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025010619-A_en_q_de,de,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
EP-4532651-A1_en_q_es,es,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
WO-2025173342-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2024019637-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025008968-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025202625-A1_en_q_de,de,1.0,0.5,0.0,1.0,1.0
WO-2025187661-A8_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025101062-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
WO-2025150711-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025207828-A1_en_q_zh,zh,0.0,0.0,0.0,0.0,0.0
WO-2025203197-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
EP-4634141-A2_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4633971-A1_fr_q_fr,fr,1.0,0.0,0.0,1.0,1.0
WO-2025197272-A1_en_q_en,en,1.0,0.0,0.0,1.0,1.0
WO-2025189168-A8_fr_q_fr,fr,1.0,1.0,0.5,1.0,1.0
MX-2025008124-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025007669-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025195675-A1_en_q_en,en,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0
WO-2022005333-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025005748-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
MX-2025002923-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
MX-2025010611-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2025217553-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2025186530-A8_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4627050-A1_fr_q_fr,fr,0.5,1.0,1.0,0.5,1.0
MX-2025008249-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025184858-A8_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025004649-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
ES-1320636-U_en_q_en,en,1.0,0.0,1.0,1.0,1.0
MX-2025006800-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4626866-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025006721-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2024073831-A1_en_q_en,en,0.5,0.0,0.0,0.5,1.0
WO-2025200966-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025005215-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025080163-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.5
WO-2025200089-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025073021-A1_en_q_en,en,1.0,0.5,0.5,1.0,1.0
WO-2025186263-A8_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025211336-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025078189-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
ES-3033921-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025154762-A1_fr_q_fr,fr,0.5,0.5,0.0,0.5,0.5
EP-4634323-A1_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025189143-A8_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025009632-A_en_q_en,en,1.0,1.0,0.5,1.0,1.0
EP-4626395-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025203678-A1_fr_q_fr,fr,0.5,0.5,0.0,0.5,0.5
WO-2025187095-A8_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
EP-4626938-A1_en_q_en,en,0.5,0.5,0.5,0.5,1.0
MX-2025006010-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
WO-2025215647-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025207093-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025004470-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4626949-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025206197-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,0.0
WO-2022246526-A8_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025006489-A_es_q_es,es,0.5,0.5,1.0,0.5,1.0
WO-2021255541-A1_en_q_en,en,0.5,0.0,0.0,0.5,1.0
WO-2021255541-A1_en_q_de,de,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
WO-2021255541-A1_fr_q_fr,fr,0.5,0.5,0.0,0.5,1.0
WO-2021255541-A1_en_q_es,es,0.0,0.0,0.0,0.0,0.0
WO-2021255541-A1_zh_q_zh,zh,0.0,0.5,0.5,0.0,1.0
EP-4634663-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
EP-4634663-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
EP-4634663-A1_fr_q_fr,fr,0.0,0.0,0.0,0.0,1.0
EP-4634663-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
EP-4634663-A1_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
MX-2025005046-A_en_q_en,en,0.0,0.0,0.0,0.0,1.0
MX-2025005046-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
MX-2025005046-A_en_q_fr,fr,1.0,1.0,0.5,1.0,1.0
MX-2025005046-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025005046-A_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
MX-2025007733-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025007733-A_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025007733-A_en_q_fr,fr,0.0,0.0,0.0,0.0,0.0
MX-2025007733-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025007733-A_zh_q_zh,zh,1.0,0.5,0.5,1.0,1.0
MX-2025008227-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025008227-A_en_q_de,de,1.0,1.0,1.0,1.0,1.0
MX-2025008227-A_en_q_fr,fr,1.0,1.0,1.0,1.0,1.0
MX-2025008227-A_es_q_es,es,1.0,1.0,1.0,1.0,1.0
MX-2025008227-A_en_q_zh,zh,1.0,0.5,0.5,1.0,1.0
WO-2025186592-A8_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025186592-A8_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025186592-A8_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025186592-A8_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025186592-A8_en_q_zh,zh,1.0,1.0,1.0,1.0,1.0
MX-2025005709-A_en_q_en,en,0.0,0.0,0.0,0.0,0.0
MX-2025005709-A_en_q_de,de,1.0,0.5,0.0,1.0,1.0
MX-2025005709-A_en_q_fr,fr,1.0,1.0,0.5,1.0,1.0
MX-2025005709-A_es_q_es,es,1.0,0.0,0.0,1.0,1.0
MX-2025005709-A_en_q_zh,zh,0.5,0.0,0.0,0.5,0.5
MX-2025009739-A_en_q_en,en,0.5,0.0,0.0,0.5,1.0
MX-2025009739-A_en_q_de,de,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666
MX-2025009739-A_en_q_fr,fr,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
MX-2025009739-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025009739-A_zh_q_zh,zh,1.0,0.0,0.0,1.0,1.0
MX-2025008260-A_en_q_en,en,1.0,1.0,1.0,1.0,1.0
MX-2025008260-A_en_q_de,de,0.0,0.0,0.0,0.0,0.0
MX-2025008260-A_en_q_fr,fr,0.0,0.0,0.0,0.0,0.0
MX-2025008260-A_es_q_es,es,0.0,0.0,0.0,0.0,0.0
MX-2025008260-A_zh_q_zh,zh,0.5,0.5,1.0,0.5,1.0
WO-2025216711-A1_en_q_en,en,1.0,1.0,1.0,1.0,1.0
WO-2025216711-A1_en_q_de,de,1.0,1.0,1.0,1.0,1.0
WO-2025216711-A1_fr_q_fr,fr,1.0,1.0,1.0,1.0,1.0
WO-2025216711-A1_en_q_es,es,1.0,1.0,1.0,1.0,1.0
WO-2025216711-A1_zh_q_zh,zh,1.0,1.0,1.0,1.0,1.0
