model,query_id,query_language,concept_name,best_gold_rank,best_hardneg_rank,win,top_neighbor_name,top_relation
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17967__es__30,es,urethane,2,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__en,en,protein polypeptide chain,3,18,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17967__zh__32,zh,urethane,1,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__de,de,protein polypeptide chain,52,30,1,polypeptide,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__fr,fr,protein polypeptide chain,2,20,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__es,es,protein polypeptide chain,37,19,1,polypeptide,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__zh,zh,protein polypeptide chain,1,13,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16898__en,en,pyrimidine,1,513,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16898__de,de,pyrimidine,5,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16898__fr,fr,pyrimidine,25,848,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16898__es,es,pyrimidine,5,427,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16898__zh,zh,pyrimidine,6,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29309__de,de,methyl,199,182,1,methyloxidanyl,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29309__en,en,methyl,24,62,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29309__fr,fr,methyl,16,26,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29309__es,es,methyl,64,76,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29309__zh,zh,methyl,1,226,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_62801__en,en,ethyl,19,9,1,methyl,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_62801__de,de,ethyl,85,9,1,methyl,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_62801__fr,fr,ethyl,129,2,1,methyl,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_62801__es,es,ethyl,62,27,1,methyloxidanyl,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_62801__zh,zh,ethyl,99,17,1,methyl,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29191__en,en,hydroxyl,9,155,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29191__de,de,hydroxyl,28,56,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29191__fr,fr,hydroxyl,1,28,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29191__es,es,hydroxyl,5,23,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29191__zh,zh,hydroxyl,4,23,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__en__57,en,protein polypeptide chain,5,9,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__de__58,de,protein polypeptide chain,31,5,1,polypeptide,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__fr__59,fr,protein polypeptide chain,90,16,1,polypeptide,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__es__60,es,protein polypeptide chain,1,29,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16541__zh__61,zh,protein polypeptide chain,44,3,1,polypeptide,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29389__en,en,silane,52,111,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29389__de,de,silane,18,345,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29389__fr,fr,silane,2,61,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29389__zh,zh,silane,114,22,1,silanes,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29389__es,es,silane,10,145,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_30832__en,en,adipic acid,1,106,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_30832__de,de,adipic acid,294,6,1,succinic acid,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_30832__fr,fr,adipic acid,25,56,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_30832__es,es,adipic acid,29,26,1,malonic acid,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,9,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_30832__zh,zh,adipic acid,7,45,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,50,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,52,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,1,40,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,1,24,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16052__en,en,propene,60,1,1,dioxygen,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16052__de,de,propene,14,3,1,ethene,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16052__fr,fr,propene,24,12,1,carbon dioxide,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16052__es,es,propene,13,2,1,ethene,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16052__zh,zh,propene,274,1,1,carbon dioxide,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_25219__en,en,methacrylic acid,1,44,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_25219__de,de,methacrylic acid,2,77,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_25219__fr,fr,methacrylic acid,1,163,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_25219__es,es,methacrylic acid,1,61,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_25219__zh,zh,methacrylic acid,1,23,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16134__en,en,ammonia,4,1,1,methane,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16134__fr,fr,ammonia,2,5,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16134__de,de,ammonia,1,5,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16134__es,es,ammonia,9,3,1,dioxygen,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16134__zh,zh,ammonia,6,3,1,dioxygen,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,19,30,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,1,38,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,31,136,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,44,6,1,poly(ether) macromolecule,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,1,6,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53284__de,de,polyurethane macromolecule,1,6,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53284__en,en,polyurethane macromolecule,1,13,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53284__fr,fr,polyurethane macromolecule,1,47,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53284__es,es,polyurethane macromolecule,1,63,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_53284__zh,zh,polyurethane macromolecule,1,104,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17909__en,en,polysulfur,152,65,1,elemental sulfur,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17909__de,de,polysulfur,185,24,1,elemental sulfur,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17909__fr,fr,polysulfur,1,6,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17909__zh,zh,polysulfur,49,14,1,elemental sulfur,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17909__es,es,polysulfur,21,5,1,elemental sulfur,parent
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29390__en,en,silicon carbide,1,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29390__de,de,silicon carbide,3,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29390__fr,fr,silicon carbide,1,98,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29390__zh,zh,silicon carbide,1,,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_29390__es,es,silicon carbide,1,406,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_15882__en,en,phenol,71,45,1,Trolox,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_15882__de,de,phenol,45,165,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_15882__fr,fr,phenol,49,115,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_15882__es,es,phenol,32,107,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,139,9,1,poly(alkylene) macromolecule,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_15882__zh,zh,phenol,47,232,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,59,7,1,poly(vinyl chloride),sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,46,2,1,polyurethane macromolecule,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,58,4,1,poly(alkylene) macromolecule,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,40,16,1,poly(alkylene) macromolecule,sibling
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_136511__en,en,manganese dioxide,1,6,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_136511__fr,fr,manganese dioxide,1,8,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_136511__de,de,manganese dioxide,1,86,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_136511__es,es,manganese dioxide,1,2,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_136511__zh,zh,manganese dioxide,1,53,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16526__en,en,carbon dioxide,1,5,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16526__de,de,carbon dioxide,2,6,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16526__fr,fr,carbon dioxide,3,8,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16526__es,es,carbon dioxide,7,8,0,,
cambridgeltl-sapbert-umls-2020ab-all-lang-from-xlmr,CHEBI_16526__zh,zh,carbon dioxide,4,5,0,,
google-embeddinggemma-300m,CHEBI_15138__en,en,sulfide(2-),16,13,1,sulfite,sibling
google-embeddinggemma-300m,CHEBI_15138__de,de,sulfide(2-),1,10,0,,
google-embeddinggemma-300m,CHEBI_15138__fr,fr,sulfide(2-),16,7,1,thiosulfate(2-),sibling
google-embeddinggemma-300m,CHEBI_30488__en,en,sulfonium,1,469,0,,
google-embeddinggemma-300m,CHEBI_30488__de,de,sulfonium,1,465,0,,
google-embeddinggemma-300m,CHEBI_30488__fr,fr,sulfonium,1,197,0,,
google-embeddinggemma-300m,CHEBI_30488__es,es,sulfonium,1,665,0,,
google-embeddinggemma-300m,CHEBI_30488__zh,zh,sulfonium,1,572,0,,
google-embeddinggemma-300m,CHEBI_16716__en,en,benzene,6,31,0,,
google-embeddinggemma-300m,CHEBI_16716__fr,fr,benzene,96,21,1,biphenyl,sibling
google-embeddinggemma-300m,CHEBI_16716__de,de,benzene,6,34,0,,
google-embeddinggemma-300m,CHEBI_16716__zh,zh,benzene,7,20,0,,
google-embeddinggemma-300m,CHEBI_16716__es,es,benzene,1,15,0,,
google-embeddinggemma-300m,CHEBI_17359__en,en,sulfite,1,7,0,,
google-embeddinggemma-300m,CHEBI_17359__de,de,sulfite,1,4,0,,
google-embeddinggemma-300m,CHEBI_17359__fr,fr,sulfite,1,9,0,,
google-embeddinggemma-300m,CHEBI_17359__zh,zh,sulfite,1,6,0,,
google-embeddinggemma-300m,CHEBI_17359__es,es,sulfite,1,12,0,,
google-embeddinggemma-300m,CHEBI_17115__en,en,L-serine,5,18,0,,
google-embeddinggemma-300m,CHEBI_17115__de,de,L-serine,1,33,0,,
google-embeddinggemma-300m,CHEBI_17115__fr,fr,L-serine,1,6,0,,
google-embeddinggemma-300m,CHEBI_17967__en,en,urethane,1,,0,,
google-embeddinggemma-300m,CHEBI_17115__zh,zh,L-serine,5,25,0,,
google-embeddinggemma-300m,CHEBI_17967__de,de,urethane,1,,0,,
google-embeddinggemma-300m,CHEBI_17967__fr,fr,urethane,1,,0,,
google-embeddinggemma-300m,CHEBI_17967__es,es,urethane,1,,0,,
google-embeddinggemma-300m,CHEBI_17967__zh,zh,urethane,1,,0,,
google-embeddinggemma-300m,CHEBI_17967__en__27,en,urethane,2,,0,,
google-embeddinggemma-300m,CHEBI_17967__de__28,de,urethane,93,,0,,
google-embeddinggemma-300m,CHEBI_17967__fr__29,fr,urethane,1,,0,,
google-embeddinggemma-300m,CHEBI_17967__es__30,es,urethane,4,,0,,
google-embeddinggemma-300m,CHEBI_16541__en,en,protein polypeptide chain,1,5,0,,
google-embeddinggemma-300m,CHEBI_17967__zh__32,zh,urethane,20,,0,,
google-embeddinggemma-300m,CHEBI_16541__de,de,protein polypeptide chain,3,5,0,,
google-embeddinggemma-300m,CHEBI_16541__fr,fr,protein polypeptide chain,1,9,0,,
google-embeddinggemma-300m,CHEBI_16541__es,es,protein polypeptide chain,1,20,0,,
google-embeddinggemma-300m,CHEBI_16541__zh,zh,protein polypeptide chain,1,3,0,,
google-embeddinggemma-300m,CHEBI_16898__en,en,pyrimidine,1,,0,,
google-embeddinggemma-300m,CHEBI_16898__de,de,pyrimidine,1,,0,,
google-embeddinggemma-300m,CHEBI_16898__fr,fr,pyrimidine,1,,0,,
google-embeddinggemma-300m,CHEBI_16898__es,es,pyrimidine,2,182,0,,
google-embeddinggemma-300m,CHEBI_16898__zh,zh,pyrimidine,1,,0,,
google-embeddinggemma-300m,CHEBI_29309__de,de,methyl,24,133,0,,
google-embeddinggemma-300m,CHEBI_29309__en,en,methyl,15,203,0,,
google-embeddinggemma-300m,CHEBI_29309__fr,fr,methyl,6,71,0,,
google-embeddinggemma-300m,CHEBI_29309__es,es,methyl,18,83,0,,
google-embeddinggemma-300m,CHEBI_29309__zh,zh,methyl,1,23,0,,
google-embeddinggemma-300m,CHEBI_62801__en,en,ethyl,6,28,0,,
google-embeddinggemma-300m,CHEBI_62801__de,de,ethyl,21,7,1,methyl,sibling
google-embeddinggemma-300m,CHEBI_62801__fr,fr,ethyl,14,15,0,,
google-embeddinggemma-300m,CHEBI_62801__es,es,ethyl,3,6,0,,
google-embeddinggemma-300m,CHEBI_62801__zh,zh,ethyl,38,1,1,methyl,sibling
google-embeddinggemma-300m,CHEBI_29191__en,en,hydroxyl,5,,0,,
google-embeddinggemma-300m,CHEBI_29191__de,de,hydroxyl,9,284,0,,
google-embeddinggemma-300m,CHEBI_29191__fr,fr,hydroxyl,10,115,0,,
google-embeddinggemma-300m,CHEBI_29191__es,es,hydroxyl,16,483,0,,
google-embeddinggemma-300m,CHEBI_29191__zh,zh,hydroxyl,29,521,0,,
google-embeddinggemma-300m,CHEBI_16541__en__57,en,protein polypeptide chain,2,3,0,,
google-embeddinggemma-300m,CHEBI_16541__de__58,de,protein polypeptide chain,1,2,0,,
google-embeddinggemma-300m,CHEBI_16541__fr__59,fr,protein polypeptide chain,49,2,1,polypeptide,parent
google-embeddinggemma-300m,CHEBI_16541__es__60,es,protein polypeptide chain,1,3,0,,
google-embeddinggemma-300m,CHEBI_16541__zh__61,zh,protein polypeptide chain,3,12,0,,
google-embeddinggemma-300m,CHEBI_29389__en,en,silane,1,283,0,,
google-embeddinggemma-300m,CHEBI_29389__de,de,silane,3,709,0,,
google-embeddinggemma-300m,CHEBI_29389__fr,fr,silane,1,613,0,,
google-embeddinggemma-300m,CHEBI_29389__zh,zh,silane,1,574,0,,
google-embeddinggemma-300m,CHEBI_29389__es,es,silane,1,526,0,,
google-embeddinggemma-300m,CHEBI_30832__en,en,adipic acid,1,51,0,,
google-embeddinggemma-300m,CHEBI_30832__de,de,adipic acid,6,50,0,,
google-embeddinggemma-300m,CHEBI_30832__fr,fr,adipic acid,1,69,0,,
google-embeddinggemma-300m,CHEBI_30832__es,es,adipic acid,1,87,0,,
google-embeddinggemma-300m,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,60,0,,
google-embeddinggemma-300m,CHEBI_30832__zh,zh,adipic acid,2,58,0,,
google-embeddinggemma-300m,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,21,0,,
google-embeddinggemma-300m,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,10,0,,
google-embeddinggemma-300m,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,1,16,0,,
google-embeddinggemma-300m,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,1,34,0,,
google-embeddinggemma-300m,CHEBI_16052__en,en,propene,3,1,1,ethene,sibling
google-embeddinggemma-300m,CHEBI_16052__de,de,propene,5,1,1,ethene,sibling
google-embeddinggemma-300m,CHEBI_16052__fr,fr,propene,1,2,0,,
google-embeddinggemma-300m,CHEBI_16052__es,es,propene,1,5,0,,
google-embeddinggemma-300m,CHEBI_16052__zh,zh,propene,2,3,0,,
google-embeddinggemma-300m,CHEBI_25219__en,en,methacrylic acid,1,18,0,,
google-embeddinggemma-300m,CHEBI_25219__de,de,methacrylic acid,1,18,0,,
google-embeddinggemma-300m,CHEBI_25219__fr,fr,methacrylic acid,1,9,0,,
google-embeddinggemma-300m,CHEBI_25219__es,es,methacrylic acid,1,19,0,,
google-embeddinggemma-300m,CHEBI_25219__zh,zh,methacrylic acid,3,19,0,,
google-embeddinggemma-300m,CHEBI_16134__en,en,ammonia,1,4,0,,
google-embeddinggemma-300m,CHEBI_16134__fr,fr,ammonia,1,2,0,,
google-embeddinggemma-300m,CHEBI_16134__de,de,ammonia,1,14,0,,
google-embeddinggemma-300m,CHEBI_16134__es,es,ammonia,1,5,0,,
google-embeddinggemma-300m,CHEBI_16134__zh,zh,ammonia,1,7,0,,
google-embeddinggemma-300m,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,42,4,1,poly(ethylene glycol),sibling
google-embeddinggemma-300m,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,1,101,0,,
google-embeddinggemma-300m,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,1,15,0,,
google-embeddinggemma-300m,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,42,54,0,,
google-embeddinggemma-300m,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,1,7,0,,
google-embeddinggemma-300m,CHEBI_53284__de,de,polyurethane macromolecule,1,7,0,,
google-embeddinggemma-300m,CHEBI_53284__en,en,polyurethane macromolecule,1,73,0,,
google-embeddinggemma-300m,CHEBI_53284__fr,fr,polyurethane macromolecule,1,29,0,,
google-embeddinggemma-300m,CHEBI_53284__es,es,polyurethane macromolecule,1,118,0,,
google-embeddinggemma-300m,CHEBI_53284__zh,zh,polyurethane macromolecule,1,33,0,,
google-embeddinggemma-300m,CHEBI_17909__en,en,polysulfur,54,80,0,,
google-embeddinggemma-300m,CHEBI_17909__de,de,polysulfur,1,94,0,,
google-embeddinggemma-300m,CHEBI_17909__fr,fr,polysulfur,2,113,0,,
google-embeddinggemma-300m,CHEBI_17909__zh,zh,polysulfur,1,141,0,,
google-embeddinggemma-300m,CHEBI_17909__es,es,polysulfur,1,60,0,,
google-embeddinggemma-300m,CHEBI_29390__en,en,silicon carbide,1,665,0,,
google-embeddinggemma-300m,CHEBI_29390__de,de,silicon carbide,1,463,0,,
google-embeddinggemma-300m,CHEBI_29390__fr,fr,silicon carbide,1,,0,,
google-embeddinggemma-300m,CHEBI_29390__zh,zh,silicon carbide,1,990,0,,
google-embeddinggemma-300m,CHEBI_29390__es,es,silicon carbide,1,689,0,,
google-embeddinggemma-300m,CHEBI_15882__en,en,phenol,1,58,0,,
google-embeddinggemma-300m,CHEBI_15882__de,de,phenol,1,56,0,,
google-embeddinggemma-300m,CHEBI_15882__fr,fr,phenol,2,193,0,,
google-embeddinggemma-300m,CHEBI_15882__es,es,phenol,1,31,0,,
google-embeddinggemma-300m,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,1,4,0,,
google-embeddinggemma-300m,CHEBI_15882__zh,zh,phenol,2,226,0,,
google-embeddinggemma-300m,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,1,9,0,,
google-embeddinggemma-300m,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,1,7,0,,
google-embeddinggemma-300m,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,2,5,0,,
google-embeddinggemma-300m,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,1,8,0,,
google-embeddinggemma-300m,CHEBI_136511__en,en,manganese dioxide,1,10,0,,
google-embeddinggemma-300m,CHEBI_136511__fr,fr,manganese dioxide,1,6,0,,
google-embeddinggemma-300m,CHEBI_136511__de,de,manganese dioxide,1,6,0,,
google-embeddinggemma-300m,CHEBI_136511__es,es,manganese dioxide,1,8,0,,
google-embeddinggemma-300m,CHEBI_136511__zh,zh,manganese dioxide,1,6,0,,
google-embeddinggemma-300m,CHEBI_16526__en,en,carbon dioxide,1,4,0,,
google-embeddinggemma-300m,CHEBI_16526__de,de,carbon dioxide,1,10,0,,
google-embeddinggemma-300m,CHEBI_16526__fr,fr,carbon dioxide,1,4,0,,
google-embeddinggemma-300m,CHEBI_16526__es,es,carbon dioxide,1,4,0,,
google-embeddinggemma-300m,CHEBI_16526__zh,zh,carbon dioxide,1,10,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15138__en,en,sulfide(2-),40,9,1,sulfite,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15138__de,de,sulfide(2-),1,22,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_15138__fr,fr,sulfide(2-),225,3,1,sulfate,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30488__en,en,sulfonium,1,220,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30488__de,de,sulfonium,1,377,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30488__fr,fr,sulfonium,1,288,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30488__es,es,sulfonium,1,373,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_30488__zh,zh,sulfonium,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16716__en,en,benzene,42,26,1,biphenyl,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16716__fr,fr,benzene,219,9,1,biphenyl,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16716__de,de,benzene,1,69,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16716__zh,zh,benzene,69,16,1,styrene,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_16716__es,es,benzene,1,110,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17359__en,en,sulfite,1,16,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17359__de,de,sulfite,1,10,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17359__fr,fr,sulfite,1,30,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17359__zh,zh,sulfite,104,7,1,sulfate,sibling
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17359__es,es,sulfite,1,7,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17115__en,en,L-serine,1,115,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17115__de,de,L-serine,1,242,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17115__fr,fr,L-serine,1,118,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__en,en,urethane,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17115__zh,zh,L-serine,94,27,1,serine,parent
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__de,de,urethane,3,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__fr,fr,urethane,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__es,es,urethane,1,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__zh,zh,urethane,3,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__en__27,en,urethane,13,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__de__28,de,urethane,5,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__fr__29,fr,urethane,3,,0,,
ibm-granite-granite-embedding-278m-multilingual,CHEBI_17967__es__30,es,urethane,25,,0,,
